name,value,year,lastValue,rank,color
"HHV",69.0,1960.0,65.0,96,"red"
"Fasciola",68.0,1960.0,59.0,97,"red"
"Corynebacterium",62.0,1960.0,52.0,98,"red"
"Rhinosporidium seeberi",52.0,1960.0,46.0,99,"red"
"Diphyllobothrium",52.0,1960.0,44.0,100,"red"
"Trichostrongylus",50.0,1960.0,44.0,101,"red"
"Poxvirus",48.0,1960.0,45.0,102,"red"
"Cowpox virus",47.0,1960.0,45.0,103,"red"
"Clonorchis",46.0,1960.0,42.0,104,"red"
"Staphylococcus aureus",46.0,1960.0,44.0,105,"red"
"Coxsackievirus",46.0,1960.0,43.0,106,"red"
"Eastern equine encephalitis virus",42.0,1960.0,38.0,107,"red"
"Tick",40.0,1960.0,35.0,108,"red"
"SLEV",40.0,1960.0,39.0,109,"red"
"Guinea worm",31.0,1960.0,29.0,110,"red"
"Coltivirus",30.0,1960.0,25.0,111,"red"
"Nematodes",29.0,1960.0,21.0,112,"red"
"Orf virus",29.0,1960.0,28.0,113,"red"
"Opisthorchis",23.0,1960.0,18.0,114,"red"
"VEEV",22.0,1960.0,21.0,115,"red"
"Sarcocystis",21.0,1960.0,20.0,116,"red"
"Toxocara",20.0,1960.0,14.0,117,"red"
"Cystoisospora",20.0,1960.0,18.0,118,"red"
"Theileria",20.0,1960.0,19.0,119,"red"
"Geotrichum candidum",19.0,1960.0,18.0,120,"red"
"Loa loa",19.0,1960.0,16.0,121,"red"
"Dirofilaria",18.0,1960.0,15.0,122,"red"
"Necator",17.0,1960.0,11.0,123,"red"
"Ascaridia",17.0,1960.0,16.0,124,"red"
"Spirometra",14.0,1960.0,13.0,125,"red"
"WNV",12.0,1960.0,11.0,126,"red"
"Gnathostoma",12.0,1960.0,9.0,127,"red"
"OHFV",4.0,1960.0,2.0,128,"red"
"Orthobunyavirus",4.0,1960.0,1.0,129,"red"
"Tunga penetrans",4.0,1960.0,3.0,130,"red"
"Bordetella",3.0,1960.0,1.0,131,"red"
"HRSV",1.0,1960.0,0.0,132,"red"
"Mycobacterium tuberculosis",26537.0,1961.0,25099.0,1,"red"
"Poliovirus",9531.0,1961.0,8932.0,2,"red"
"Plasmodium",5121.0,1961.0,4943.0,3,"red"
"Salmonella enterica",4304.0,1961.0,4140.0,4,"red"
"HAV",4086.0,1961.0,3716.0,5,"red"
"Influenza virus",3886.0,1961.0,3643.0,6,"red"
"Mycobacterium leprae",3598.0,1961.0,3393.0,7,"red"
"Streptococcus pyogenes",3420.0,1961.0,3226.0,8,"red"
"Clostridium",3044.0,1961.0,2819.0,9,"red"
"Treponema",2779.0,1961.0,2703.0,10,"red"
"Brucella",2525.0,1961.0,2363.0,11,"red"
"Echinococcus",2396.0,1961.0,2210.0,12,"red"
"Schistosoma",2306.0,1961.0,2117.0,13,"red"
"Chlamydia",2234.0,1961.0,2064.0,14,"red"
"Entamoeba histolytica",2201.0,1961.0,2087.0,15,"red"
"Leishmania",1937.0,1961.0,1784.0,16,"red"
"Toxoplasma",1816.0,1961.0,1640.0,17,"red"
"Trypanosoma",1672.0,1961.0,1551.0,18,"red"
"Leptospira",1664.0,1961.0,1564.0,19,"red"
"Rickettsia",1571.0,1961.0,1525.0,20,"red"
"Trichomonas vaginalis",1420.0,1961.0,1270.0,21,"red"
"Varicella Zoster virus",1408.0,1961.0,1299.0,22,"red"
"Neisseria gonorrhoeae",1405.0,1961.0,1327.0,23,"red"
"Candida",1289.0,1961.0,1184.0,24,"red"
"Rabies virus",1258.0,1961.0,1180.0,25,"red"
"Variola",1223.0,1961.0,1142.0,26,"red"
"Shigella",1206.0,1961.0,1110.0,27,"red"
"Measles virus",1092.0,1961.0,964.0,28,"red"
"EBV",1007.0,1961.0,953.0,29,"red"
"Ascaris",912.0,1961.0,835.0,30,"red"
"Filarial worms",890.0,1961.0,809.0,31,"red"
"Coxiella burnetii",889.0,1961.0,843.0,32,"red"
"Histoplasma capsulatum",880.0,1961.0,830.0,33,"red"
"Actinomyces",790.0,1961.0,756.0,34,"red"
"Mumps virus",781.0,1961.0,746.0,35,"red"
"Yersinia pestis",758.0,1961.0,706.0,36,"red"
"Vibrio cholerae",645.0,1961.0,610.0,37,"red"
"Blastomyces dermatitidis",549.0,1961.0,513.0,38,"red"
"Vaccinia virus",546.0,1961.0,496.0,39,"red"
"Trypanosoma cruzi",540.0,1961.0,482.0,40,"red"
"YFV",510.0,1961.0,496.0,41,"red"
"Newcastle disease virus",507.0,1961.0,479.0,42,"red"
"Trichinella",498.0,1961.0,449.0,43,"red"
"Cryptococcus",493.0,1961.0,457.0,44,"red"
"Ancylostoma",478.0,1961.0,440.0,45,"red"
"Bartonella",457.0,1961.0,434.0,46,"red"
"Enterobius vermicularis",453.0,1961.0,424.0,47,"red"
"Trichophyton",437.0,1961.0,404.0,48,"red"
"Klebsiella",433.0,1961.0,418.0,49,"red"
"Coccidioides",429.0,1961.0,407.0,50,"red"
"HSV",401.0,1961.0,366.0,51,"red"
"Rubella",397.0,1961.0,380.0,52,"red"
"Bacillus anthracis",390.0,1961.0,360.0,53,"red"
"Listeria monocytogenes",337.0,1961.0,303.0,54,"red"
"Taenia solium.",337.0,1961.0,288.0,55,"red"
"Borrelia",331.0,1961.0,327.0,56,"red"
"Giardia lamblia",309.0,1961.0,286.0,57,"red"
"Onchocerca",283.0,1961.0,266.0,58,"red"
"HIV",277.0,1961.0,256.0,59,"red"
"Fly larva",267.0,1961.0,256.0,60,"red"
"Aspergillus",266.0,1961.0,217.0,61,"red"
"Pneumocystis jirovecii",264.0,1961.0,244.0,62,"red"
"Sarcoptes scabiei",258.0,1961.0,250.0,63,"red"
"Protozoan",251.0,1961.0,233.0,64,"red"
"Japanese encephalitis virus",247.0,1961.0,226.0,65,"red"
"Pasteurella",231.0,1961.0,206.0,66,"red"
"Hantavirus",226.0,1961.0,209.0,67,"red"
"Orientia tsutsugamushi",213.0,1961.0,206.0,68,"red"
"Erysipelothrix",200.0,1961.0,196.0,69,"red"
"Coccidia",193.0,1961.0,176.0,70,"red"
"TBEV",182.0,1961.0,167.0,71,"red"
"Strongyloides",175.0,1961.0,148.0,72,"red"
"Nocardial",161.0,1961.0,140.0,73,"red"
"Acari",155.0,1961.0,150.0,74,"red"
"LCMV",153.0,1961.0,140.0,75,"red"
"Pediculus",151.0,1961.0,142.0,76,"red"
"Actinomycetoma",150.0,1961.0,137.0,77,"red"
"Sporothrix",149.0,1961.0,138.0,78,"red"
"HBV",145.0,1961.0,140.0,79,"red"
"Pinworms",144.0,1961.0,136.0,80,"red"
"Trichuris trichiura",136.0,1961.0,123.0,81,"red"
"Molluscum Contagiosum virus",134.0,1961.0,129.0,82,"red"
"DENV",134.0,1961.0,129.0,83,"red"
"Haemophilus ducreyi",119.0,1961.0,118.0,84,"red"
"Fusobacterium",113.0,1961.0,110.0,85,"red"
"Paragonimus",108.0,1961.0,98.0,86,"red"
"Paracoccidioides brasiliensis",99.0,1961.0,87.0,87,"red"
"Phlebovirus",93.0,1961.0,92.0,88,"red"
"Burkholderia",91.0,1961.0,83.0,89,"red"
"HPV",89.0,1961.0,84.0,90,"red"
"Eurotiomycetes",88.0,1961.0,80.0,91,"red"
"Babesia",86.0,1961.0,85.0,92,"red"
"WEEV",85.0,1961.0,80.0,93,"red"
"Balantidium coli",84.0,1961.0,78.0,94,"red"
"Fasciola",77.0,1961.0,68.0,95,"red"
"Streptobacillus moniliformis or Spirillum minus",76.0,1961.0,72.0,96,"red"
"HHV",73.0,1961.0,69.0,97,"red"
"Corynebacterium",66.0,1961.0,62.0,98,"red"
"Poxvirus",58.0,1961.0,48.0,99,"red"
"Diphyllobothrium",58.0,1961.0,52.0,100,"red"
"Rhinosporidium seeberi",56.0,1961.0,52.0,101,"red"
"Trichostrongylus",52.0,1961.0,50.0,102,"red"
"Cowpox virus",51.0,1961.0,47.0,103,"red"
"Staphylococcus aureus",48.0,1961.0,46.0,104,"red"
"Clonorchis",47.0,1961.0,46.0,105,"red"
"Coxsackievirus",47.0,1961.0,46.0,106,"red"
"Eastern equine encephalitis virus",45.0,1961.0,42.0,107,"red"
"Tick",43.0,1961.0,40.0,108,"red"
"SLEV",42.0,1961.0,40.0,109,"red"
"Guinea worm",37.0,1961.0,31.0,110,"red"
"VEEV",33.0,1961.0,22.0,111,"red"
"Coltivirus",32.0,1961.0,30.0,112,"red"
"Nematodes",31.0,1961.0,29.0,113,"red"
"Hymenolepis",30.0,1961.0,27.0,114,"red"
"Opisthorchis",27.0,1961.0,23.0,115,"red"
"Toxocara",25.0,1961.0,20.0,116,"red"
"Sarcocystis",24.0,1961.0,21.0,117,"red"
"Loa loa",23.0,1961.0,19.0,118,"red"
"Theileria",21.0,1961.0,20.0,119,"red"
"Necator",21.0,1961.0,17.0,120,"red"
"Geotrichum candidum",20.0,1961.0,19.0,121,"red"
"Dirofilaria",20.0,1961.0,18.0,122,"red"
"Ascaridia",19.0,1961.0,17.0,123,"red"
"Spirometra",18.0,1961.0,14.0,124,"red"
"HCV",17.0,1961.0,15.0,125,"red"
"LIV",14.0,1961.0,11.0,126,"red"
"Gnathostoma",14.0,1961.0,12.0,127,"red"
"HEV",12.0,1961.0,11.0,128,"red"
"Anaplasmataceae",8.0,1961.0,7.0,129,"red"
"Mansonella",7.0,1961.0,6.0,130,"red"
"OHFV",6.0,1961.0,4.0,131,"red"
"Enoplida",6.0,1961.0,5.0,132,"red"
"Bordetella",4.0,1961.0,3.0,133,"red"
"Lacazia loboi",4.0,1961.0,2.0,134,"red"
"HRSV",2.0,1961.0,1.0,135,"red"
"JCV",2.0,1961.0,1.0,136,"red"
"Mycobacterium tuberculosis",27884.0,1962.0,26537.0,1,"red"
"Poliovirus",10007.0,1962.0,9531.0,2,"red"
"Plasmodium",5274.0,1962.0,5121.0,3,"red"
"HAV",4538.0,1962.0,4086.0,4,"red"
"Salmonella enterica",4481.0,1962.0,4304.0,5,"red"
"Influenza virus",4112.0,1962.0,3886.0,6,"red"
"Mycobacterium leprae",3800.0,1962.0,3598.0,7,"red"
"Streptococcus pyogenes",3654.0,1962.0,3420.0,8,"red"
"Clostridium",3267.0,1962.0,3044.0,9,"red"
"Treponema",2877.0,1962.0,2779.0,10,"red"
"Brucella",2653.0,1962.0,2525.0,11,"red"
"Schistosoma",2565.0,1962.0,2306.0,12,"red"
"Echinococcus",2554.0,1962.0,2396.0,13,"red"
"Chlamydia",2396.0,1962.0,2234.0,14,"red"
"Entamoeba histolytica",2312.0,1962.0,2201.0,15,"red"
"Leishmania",2061.0,1962.0,1937.0,16,"red"
"Toxoplasma",1981.0,1962.0,1816.0,17,"red"
"Trypanosoma",1785.0,1962.0,1672.0,18,"red"
"Leptospira",1751.0,1962.0,1664.0,19,"red"
"Rickettsia",1609.0,1962.0,1571.0,20,"red"
"Trichomonas vaginalis",1569.0,1962.0,1420.0,21,"red"
"Varicella Zoster virus",1502.0,1962.0,1408.0,22,"red"
"Neisseria gonorrhoeae",1477.0,1962.0,1405.0,23,"red"
"Candida",1434.0,1962.0,1289.0,24,"red"
"Shigella",1331.0,1962.0,1206.0,25,"red"
"Rabies virus",1327.0,1962.0,1258.0,26,"red"
"Variola",1321.0,1962.0,1223.0,27,"red"
"Measles virus",1284.0,1962.0,1092.0,28,"red"
"EBV",1094.0,1962.0,1007.0,29,"red"
"Ascaris",976.0,1962.0,912.0,30,"red"
"Filarial worms",972.0,1962.0,890.0,31,"red"
"Histoplasma capsulatum",955.0,1962.0,880.0,32,"red"
"Coxiella burnetii",932.0,1962.0,889.0,33,"red"
"Actinomyces",825.0,1962.0,790.0,34,"red"
"Mumps virus",821.0,1962.0,781.0,35,"red"
"Yersinia pestis",807.0,1962.0,758.0,36,"red"
"Vibrio cholerae",680.0,1962.0,645.0,37,"red"
"Vaccinia virus",623.0,1962.0,546.0,38,"red"
"Trypanosoma cruzi",585.0,1962.0,540.0,39,"red"
"Blastomyces dermatitidis",576.0,1962.0,549.0,40,"red"
"Trichinella",550.0,1962.0,498.0,41,"red"
"Newcastle disease virus",543.0,1962.0,507.0,42,"red"
"Cryptococcus",536.0,1962.0,493.0,43,"red"
"YFV",532.0,1962.0,510.0,44,"red"
"Ancylostoma",508.0,1962.0,478.0,45,"red"
"Trichophyton",491.0,1962.0,437.0,46,"red"
"Enterobius vermicularis",482.0,1962.0,453.0,47,"red"
"Bartonella",468.0,1962.0,457.0,48,"red"
"Coccidioides",449.0,1962.0,429.0,49,"red"
"Klebsiella",441.0,1962.0,433.0,50,"red"
"HSV",432.0,1962.0,401.0,51,"red"
"Rubella",417.0,1962.0,397.0,52,"red"
"Bacillus anthracis",415.0,1962.0,390.0,53,"red"
"Listeria monocytogenes",403.0,1962.0,337.0,54,"red"
"Taenia solium.",362.0,1962.0,337.0,55,"red"
"Giardia lamblia",355.0,1962.0,309.0,56,"red"
"Aspergillus",333.0,1962.0,266.0,57,"red"
"Borrelia",332.0,1962.0,331.0,58,"red"
"Onchocerca",310.0,1962.0,283.0,59,"red"
"HIV",299.0,1962.0,277.0,60,"red"
"Pneumocystis jirovecii",293.0,1962.0,264.0,61,"red"
"Protozoan",289.0,1962.0,251.0,62,"red"
"Fly larva",288.0,1962.0,267.0,63,"red"
"Japanese encephalitis virus",281.0,1962.0,247.0,64,"red"
"Sarcoptes scabiei",264.0,1962.0,258.0,65,"red"
"Pasteurella",247.0,1962.0,231.0,66,"red"
"Hantavirus",238.0,1962.0,226.0,67,"red"
"Orientia tsutsugamushi",217.0,1962.0,213.0,68,"red"
"TBEV",211.0,1962.0,182.0,69,"red"
"Erysipelothrix",207.0,1962.0,200.0,70,"red"
"Coccidia",205.0,1962.0,193.0,71,"red"
"Strongyloides",199.0,1962.0,175.0,72,"red"
"Nocardial",189.0,1962.0,161.0,73,"red"
"Actinomycetoma",174.0,1962.0,150.0,74,"red"
"LCMV",168.0,1962.0,153.0,75,"red"
"Acari",162.0,1962.0,155.0,76,"red"
"Sporothrix",160.0,1962.0,149.0,77,"red"
"Trichuris trichiura",159.0,1962.0,136.0,78,"red"
"Pinworms",158.0,1962.0,144.0,79,"red"
"Pediculus",157.0,1962.0,151.0,80,"red"
"HBV",155.0,1962.0,145.0,81,"red"
"Molluscum Contagiosum virus",140.0,1962.0,134.0,82,"red"
"DENV",137.0,1962.0,134.0,83,"red"
"Paragonimus",130.0,1962.0,108.0,84,"red"
"Fusobacterium",114.0,1962.0,113.0,85,"red"
"Paracoccidioides brasiliensis",106.0,1962.0,99.0,86,"red"
"Phlebovirus",97.0,1962.0,93.0,87,"red"
"Eurotiomycetes",96.0,1962.0,88.0,88,"red"
"Burkholderia",94.0,1962.0,91.0,89,"red"
"HPV",92.0,1962.0,89.0,90,"red"
"Babesia",91.0,1962.0,86.0,91,"red"
"Balantidium coli",89.0,1962.0,84.0,92,"red"
"Fasciola",89.0,1962.0,77.0,93,"red"
"WEEV",87.0,1962.0,85.0,94,"red"
"Streptobacillus moniliformis or Spirillum minus",77.0,1962.0,76.0,95,"red"
"HHV",75.0,1962.0,73.0,96,"red"
"Corynebacterium",70.0,1962.0,66.0,97,"red"
"Diphyllobothrium",66.0,1962.0,58.0,98,"red"
"Poxvirus",66.0,1962.0,58.0,99,"red"
"Rhinosporidium seeberi",63.0,1962.0,56.0,100,"red"
"Trichostrongylus",56.0,1962.0,52.0,101,"red"
"Staphylococcus aureus",55.0,1962.0,48.0,102,"red"
"Cowpox virus",54.0,1962.0,51.0,103,"red"
"Clonorchis",51.0,1962.0,47.0,104,"red"
"Coxsackievirus",49.0,1962.0,47.0,105,"red"
"Tick",44.0,1962.0,43.0,106,"red"
"Guinea worm",40.0,1962.0,37.0,107,"red"
"VEEV",40.0,1962.0,33.0,108,"red"
"Nematodes",37.0,1962.0,31.0,109,"red"
"Hymenolepis",33.0,1962.0,30.0,110,"red"
"Coltivirus",33.0,1962.0,32.0,111,"red"
"Toxocara",30.0,1962.0,25.0,112,"red"
"Opisthorchis",29.0,1962.0,27.0,113,"red"
"Loa loa",25.0,1962.0,23.0,114,"red"
"Sarcocystis",25.0,1962.0,24.0,115,"red"
"Necator",23.0,1962.0,21.0,116,"red"
"Geotrichum candidum",23.0,1962.0,20.0,117,"red"
"Dirofilaria",22.0,1962.0,20.0,118,"red"
"Ascaridia",22.0,1962.0,19.0,119,"red"
"Cystoisospora",22.0,1962.0,20.0,120,"red"
"Spirometra",21.0,1962.0,18.0,121,"red"
"Dicrocoelium",20.0,1962.0,16.0,122,"red"
"HCV",20.0,1962.0,17.0,123,"red"
"LIV",15.0,1962.0,14.0,124,"red"
"WNV",13.0,1962.0,12.0,125,"red"
"Actinobacillus",7.0,1962.0,6.0,126,"red"
"Lacazia loboi",6.0,1962.0,4.0,127,"red"
"Tunga penetrans",5.0,1962.0,4.0,128,"red"
"Bordetella",5.0,1962.0,4.0,129,"red"
"JCV",4.0,1962.0,2.0,130,"red"
"Mycobacterium ulcerans",2.0,1962.0,1.0,131,"red"
"Encephalitozoon",1.0,1962.0,0.0,132,"red"
"Trichostrongyloidea",1.0,1962.0,0.0,133,"red"
"Mycobacterium tuberculosis",29861.0,1963.0,27884.0,1,"red"
"Poliovirus",10434.0,1963.0,10007.0,2,"red"
"Plasmodium",5493.0,1963.0,5274.0,3,"red"
"HAV",5191.0,1963.0,4538.0,4,"red"
"Salmonella enterica",4733.0,1963.0,4481.0,5,"red"
"Influenza virus",4455.0,1963.0,4112.0,6,"red"
"Mycobacterium leprae",4044.0,1963.0,3800.0,7,"red"
"Streptococcus pyogenes",3978.0,1963.0,3654.0,8,"red"
"Clostridium",3546.0,1963.0,3267.0,9,"red"
"Treponema",3037.0,1963.0,2877.0,10,"red"
"Echinococcus",2843.0,1963.0,2554.0,11,"red"
"Brucella",2812.0,1963.0,2653.0,12,"red"
"Schistosoma",2811.0,1963.0,2565.0,13,"red"
"Chlamydia",2604.0,1963.0,2396.0,14,"red"
"Entamoeba histolytica",2433.0,1963.0,2312.0,15,"red"
"Toxoplasma",2238.0,1963.0,1981.0,16,"red"
"Leishmania",2228.0,1963.0,2061.0,17,"red"
"Trypanosoma",2015.0,1963.0,1785.0,18,"red"
"Leptospira",1867.0,1963.0,1751.0,19,"red"
"Trichomonas vaginalis",1753.0,1963.0,1569.0,20,"red"
"Candida",1686.0,1963.0,1434.0,21,"red"
"Varicella Zoster virus",1669.0,1963.0,1502.0,22,"red"
"Rickettsia",1660.0,1963.0,1609.0,23,"red"
"Neisseria gonorrhoeae",1588.0,1963.0,1477.0,24,"red"
"Shigella",1480.0,1963.0,1331.0,25,"red"
"Measles virus",1442.0,1963.0,1284.0,26,"red"
"Variola",1433.0,1963.0,1321.0,27,"red"
"Rabies virus",1400.0,1963.0,1327.0,28,"red"
"EBV",1192.0,1963.0,1094.0,29,"red"
"Ascaris",1087.0,1963.0,976.0,30,"red"
"Filarial worms",1049.0,1963.0,972.0,31,"red"
"Histoplasma capsulatum",1035.0,1963.0,955.0,32,"red"
"Coxiella burnetii",991.0,1963.0,932.0,33,"red"
"Yersinia pestis",893.0,1963.0,807.0,34,"red"
"Actinomyces",884.0,1963.0,825.0,35,"red"
"Mumps virus",871.0,1963.0,821.0,36,"red"
"Vibrio cholerae",753.0,1963.0,680.0,37,"red"
"Vaccinia virus",687.0,1963.0,623.0,38,"red"
"Trypanosoma cruzi",676.0,1963.0,585.0,39,"red"
"Blastomyces dermatitidis",620.0,1963.0,576.0,40,"red"
"Trichinella",607.0,1963.0,550.0,41,"red"
"Cryptococcus",598.0,1963.0,536.0,42,"red"
"Trichophyton",585.0,1963.0,491.0,43,"red"
"Newcastle disease virus",562.0,1963.0,543.0,44,"red"
"YFV",558.0,1963.0,532.0,45,"red"
"Ancylostoma",550.0,1963.0,508.0,46,"red"
"Enterobius vermicularis",535.0,1963.0,482.0,47,"red"
"HSV",511.0,1963.0,432.0,48,"red"
"Bartonella",496.0,1963.0,468.0,49,"red"
"Coccidioides",491.0,1963.0,449.0,50,"red"
"Rubella",479.0,1963.0,417.0,51,"red"
"Listeria monocytogenes",473.0,1963.0,403.0,52,"red"
"Klebsiella",459.0,1963.0,441.0,53,"red"
"Bacillus anthracis",456.0,1963.0,415.0,54,"red"
"Giardia lamblia",419.0,1963.0,355.0,55,"red"
"Aspergillus",416.0,1963.0,333.0,56,"red"
"Taenia solium.",392.0,1963.0,362.0,57,"red"
"Borrelia",345.0,1963.0,332.0,58,"red"
"Onchocerca",335.0,1963.0,310.0,59,"red"
"Protozoan",331.0,1963.0,289.0,60,"red"
"HIV",323.0,1963.0,299.0,61,"red"
"Pneumocystis jirovecii",322.0,1963.0,293.0,62,"red"
"Japanese encephalitis virus",318.0,1963.0,281.0,63,"red"
"Fly larva",300.0,1963.0,288.0,64,"red"
"Pasteurella",286.0,1963.0,247.0,65,"red"
"Sarcoptes scabiei",270.0,1963.0,264.0,66,"red"
"Hantavirus",261.0,1963.0,238.0,67,"red"
"Nocardial",237.0,1963.0,189.0,68,"red"
"TBEV",237.0,1963.0,211.0,69,"red"
"Strongyloides",234.0,1963.0,199.0,70,"red"
"Coccidia",232.0,1963.0,205.0,71,"red"
"Orientia tsutsugamushi",227.0,1963.0,217.0,72,"red"
"Erysipelothrix",212.0,1963.0,207.0,73,"red"
"Trichuris trichiura",202.0,1963.0,159.0,74,"red"
"Actinomycetoma",194.0,1963.0,174.0,75,"red"
"LCMV",189.0,1963.0,168.0,76,"red"
"Sporothrix",182.0,1963.0,160.0,77,"red"
"Pinworms",176.0,1963.0,158.0,78,"red"
"Acari",170.0,1963.0,162.0,79,"red"
"Pediculus",164.0,1963.0,157.0,80,"red"
"HBV",159.0,1963.0,155.0,81,"red"
"Molluscum Contagiosum virus",156.0,1963.0,140.0,82,"red"
"DENV",152.0,1963.0,137.0,83,"red"
"Paragonimus",140.0,1963.0,130.0,84,"red"
"Haemophilus ducreyi",124.0,1963.0,119.0,85,"red"
"Paracoccidioides brasiliensis",118.0,1963.0,106.0,86,"red"
"Fasciola",113.0,1963.0,89.0,87,"red"
"Eurotiomycetes",112.0,1963.0,96.0,88,"red"
"Phlebovirus",104.0,1963.0,97.0,89,"red"
"Burkholderia",102.0,1963.0,94.0,90,"red"
"HPV",99.0,1963.0,92.0,91,"red"
"Balantidium coli",96.0,1963.0,89.0,92,"red"
"Babesia",95.0,1963.0,91.0,93,"red"
"WEEV",94.0,1963.0,87.0,94,"red"
"HHV",87.0,1963.0,75.0,95,"red"
"Poxvirus",80.0,1963.0,66.0,96,"red"
"Streptobacillus moniliformis or Spirillum minus",79.0,1963.0,77.0,97,"red"
"Diphyllobothrium",71.0,1963.0,66.0,98,"red"
"Corynebacterium",71.0,1963.0,70.0,99,"red"
"Rhinosporidium seeberi",68.0,1963.0,63.0,100,"red"
"Staphylococcus aureus",64.0,1963.0,55.0,101,"red"
"Clonorchis",63.0,1963.0,51.0,102,"red"
"Trichostrongylus",62.0,1963.0,56.0,103,"red"
"Coxsackievirus",60.0,1963.0,49.0,104,"red"
"Cowpox virus",58.0,1963.0,54.0,105,"red"
"Tick",50.0,1963.0,44.0,106,"red"
"SLEV",47.0,1963.0,42.0,107,"red"
"Eastern equine encephalitis virus",46.0,1963.0,45.0,108,"red"
"Guinea worm",44.0,1963.0,40.0,109,"red"
"VEEV",43.0,1963.0,40.0,110,"red"
"Nematodes",40.0,1963.0,37.0,111,"red"
"Hymenolepis",37.0,1963.0,33.0,112,"red"
"Toxocara",33.0,1963.0,30.0,113,"red"
"Opisthorchis",32.0,1963.0,29.0,114,"red"
"Orf virus",31.0,1963.0,29.0,115,"red"
"Loa loa",30.0,1963.0,25.0,116,"red"
"Necator",29.0,1963.0,23.0,117,"red"
"Sarcocystis",26.0,1963.0,25.0,118,"red"
"Dirofilaria",26.0,1963.0,22.0,119,"red"
"Theileria",25.0,1963.0,21.0,120,"red"
"Spirometra",24.0,1963.0,21.0,121,"red"
"Cystoisospora",24.0,1963.0,22.0,122,"red"
"Dicrocoelium",24.0,1963.0,20.0,123,"red"
"Geotrichum candidum",24.0,1963.0,23.0,124,"red"
"HCV",22.0,1963.0,20.0,125,"red"
"WNV",16.0,1963.0,13.0,126,"red"
"Trichostrongyloidea",8.0,1963.0,1.0,127,"red"
"Enoplida",8.0,1963.0,6.0,128,"red"
"OHFV",7.0,1963.0,6.0,129,"red"
"JCV",7.0,1963.0,4.0,130,"red"
"Lacazia loboi",7.0,1963.0,6.0,131,"red"
"HRSV",4.0,1963.0,2.0,132,"red"
"Cryptosporidium",4.0,1963.0,3.0,133,"red"
"Mycobacterium ulcerans",3.0,1963.0,2.0,134,"red"
"Mycobacterium tuberculosis",32025.0,1964.0,29861.0,1,"red"
"Poliovirus",10844.0,1964.0,10434.0,2,"red"
"HAV",6020.0,1964.0,5191.0,3,"red"
"Plasmodium",5783.0,1964.0,5493.0,4,"red"
"Salmonella enterica",5038.0,1964.0,4733.0,5,"red"
"Influenza virus",4739.0,1964.0,4455.0,6,"red"
"Streptococcus pyogenes",4402.0,1964.0,3978.0,7,"red"
"Mycobacterium leprae",4357.0,1964.0,4044.0,8,"red"
"Clostridium",3906.0,1964.0,3546.0,9,"red"
"Treponema",3274.0,1964.0,3037.0,10,"red"
"Echinococcus",3120.0,1964.0,2843.0,11,"red"
"Schistosoma",3117.0,1964.0,2811.0,12,"red"
"Brucella",2998.0,1964.0,2812.0,13,"red"
"Chlamydia",2834.0,1964.0,2604.0,14,"red"
"Entamoeba histolytica",2550.0,1964.0,2433.0,15,"red"
"Toxoplasma",2545.0,1964.0,2238.0,16,"red"
"Leishmania",2407.0,1964.0,2228.0,17,"red"
"Trypanosoma",2173.0,1964.0,2015.0,18,"red"
"Leptospira",2047.0,1964.0,1867.0,19,"red"
"Candida",1953.0,1964.0,1686.0,20,"red"
"Trichomonas vaginalis",1933.0,1964.0,1753.0,21,"red"
"Varicella Zoster virus",1864.0,1964.0,1669.0,22,"red"
"Rickettsia",1724.0,1964.0,1660.0,23,"red"
"Neisseria gonorrhoeae",1700.0,1964.0,1588.0,24,"red"
"Measles virus",1662.0,1964.0,1442.0,25,"red"
"Shigella",1640.0,1964.0,1480.0,26,"red"
"Variola",1586.0,1964.0,1433.0,27,"red"
"Rabies virus",1473.0,1964.0,1400.0,28,"red"
"EBV",1311.0,1964.0,1192.0,29,"red"
"Ascaris",1210.0,1964.0,1087.0,30,"red"
"Filarial worms",1174.0,1964.0,1049.0,31,"red"
"Histoplasma capsulatum",1152.0,1964.0,1035.0,32,"red"
"Coxiella burnetii",1058.0,1964.0,991.0,33,"red"
"Mumps virus",944.0,1964.0,871.0,34,"red"
"Yersinia pestis",943.0,1964.0,893.0,35,"red"
"Actinomyces",942.0,1964.0,884.0,36,"red"
"Vibrio cholerae",849.0,1964.0,753.0,37,"red"
"Vaccinia virus",761.0,1964.0,687.0,38,"red"
"Trypanosoma cruzi",751.0,1964.0,676.0,39,"red"
"Trichinella",690.0,1964.0,607.0,40,"red"
"Blastomyces dermatitidis",673.0,1964.0,620.0,41,"red"
"Trichophyton",669.0,1964.0,585.0,42,"red"
"Cryptococcus",662.0,1964.0,598.0,43,"red"
"Ancylostoma",605.0,1964.0,550.0,44,"red"
"HSV",597.0,1964.0,511.0,45,"red"
"YFV",585.0,1964.0,558.0,46,"red"
"Newcastle disease virus",582.0,1964.0,562.0,47,"red"
"Enterobius vermicularis",572.0,1964.0,535.0,48,"red"
"Rubella",571.0,1964.0,479.0,49,"red"
"Listeria monocytogenes",539.0,1964.0,473.0,50,"red"
"Coccidioides",531.0,1964.0,491.0,51,"red"
"Bartonella",523.0,1964.0,496.0,52,"red"
"Aspergillus",512.0,1964.0,416.0,53,"red"
"Bacillus anthracis",494.0,1964.0,456.0,54,"red"
"Klebsiella",488.0,1964.0,459.0,55,"red"
