name,value,year,lastValue,rank,color
"Yersinia pestis",4161.0,2010.0,4009.0,50,"red"
"Protozoan",4132.0,2010.0,4070.0,51,"red"
"Actinomyces",4079.0,2010.0,3992.0,52,"red"
"Cryptosporidium",3857.0,2010.0,3697.0,53,"red"
"SARS-CoV",3852.0,2010.0,3736.0,54,"red"
"Mumps virus",3826.0,2010.0,3769.0,55,"red"
"HRSV",3756.0,2010.0,3498.0,56,"red"
"Trichophyton",3732.0,2010.0,3668.0,57,"red"
"Taenia solium.",3676.0,2010.0,3597.0,58,"red"
"Pasteurella",3648.0,2010.0,3604.0,59,"red"
"Rickettsia",3639.0,2010.0,3604.0,60,"red"
"Coxiella burnetii",3602.0,2010.0,3490.0,61,"red"
"Bacillus anthracis",3347.0,2010.0,3234.0,62,"red"
"Onchocerca",3232.0,2010.0,3187.0,63,"red"
"Bartonella",3161.0,2010.0,3024.0,64,"red"
"Tick",3076.0,2010.0,2955.0,65,"red"
"Fasciola",3059.0,2010.0,2968.0,66,"red"
"Babesia",2941.0,2010.0,2849.0,67,"red"
"Strongyloides",2905.0,2010.0,2834.0,68,"red"
"Sarcoptes scabiei",2671.0,2010.0,2611.0,69,"red"
"Acari",2627.0,2010.0,2543.0,70,"red"
"Nocardial",2626.0,2010.0,2540.0,71,"red"
"Coccidioides",2503.0,2010.0,2450.0,72,"red"
"Hantavirus",2475.0,2010.0,2403.0,73,"red"
"Mycobacterium avium",2464.0,2010.0,2396.0,74,"red"
"TBEV",2460.0,2010.0,2384.0,75,"red"
"WNV",2418.0,2010.0,2219.0,76,"red"
"Vaccinia virus",2346.0,2010.0,2295.0,77,"red"
"Blastomyces dermatitidis",2337.0,2010.0,2314.0,78,"red"
"Fly larva",2314.0,2010.0,2245.0,79,"red"
"YFV",2258.0,2010.0,2204.0,80,"red"
"Newcastle disease virus",2144.0,2010.0,2075.0,81,"red"
"Pediculus",2097.0,2010.0,2046.0,82,"red"
"Japanese encephalitis virus",2089.0,2010.0,1997.0,83,"red"
"JCV",2025.0,2010.0,1939.0,84,"red"
"Trichostrongyloidea",2014.0,2010.0,1993.0,85,"red"
"Trichuris trichiura",1841.0,2010.0,1805.0,86,"red"
"Dirofilaria",1801.0,2010.0,1746.0,87,"red"
"LCMV",1718.0,2010.0,1676.0,88,"red"
"HDV",1714.0,2010.0,1682.0,89,"red"
"Actinomycetoma",1707.0,2010.0,1645.0,90,"red"
"Corynebacterium",1679.0,2010.0,1636.0,91,"red"
"HEV",1675.0,2010.0,1526.0,92,"red"
"Ancylostoma",1574.0,2010.0,1563.0,93,"red"
"Burkholderia",1566.0,2010.0,1487.0,94,"red"
"Theileria",1559.0,2010.0,1515.0,95,"red"
"Anaplasmataceae",1552.0,2010.0,1484.0,96,"red"
"Enterobius vermicularis",1486.0,2010.0,1478.0,97,"red"
"Poxvirus",1416.0,2010.0,1351.0,98,"red"
"Sporothrix",1376.0,2010.0,1339.0,99,"red"
"HTLV1",1370.0,2010.0,1342.0,100,"red"
"Toxocara",1368.0,2010.0,1320.0,101,"red"
"Paracoccidioides brasiliensis",1345.0,2010.0,1281.0,102,"red"
"Klebsiella",1292.0,2010.0,1281.0,103,"red"
"Sarcocystis",1188.0,2010.0,1160.0,104,"red"
"Opisthorchis",1165.0,2010.0,1139.0,105,"red"
"Orientia tsutsugamushi",1130.0,2010.0,1083.0,106,"red"
"Molluscum Contagiosum virus",1092.0,2010.0,1065.0,107,"red"
"Fusobacterium",1067.0,2010.0,1010.0,108,"red"
"Haemonchus",1024.0,2010.0,984.0,109,"red"
"Hymenolepis",961.0,2010.0,946.0,110,"red"
"Paragonimus",940.0,2010.0,924.0,111,"red"
"Ostertagia",869.0,2010.0,860.0,112,"red"
"Phlebovirus",834.0,2010.0,769.0,113,"red"
"Staphylococcus aureus",831.0,2010.0,807.0,114,"red"
"Microsporidia",801.0,2010.0,769.0,115,"red"
"Haemophilus ducreyi",789.0,2010.0,781.0,116,"red"
"Eurotiomycetes",762.0,2010.0,732.0,117,"red"
"Bordetella",746.0,2010.0,723.0,118,"red"
"Guinea worm",719.0,2010.0,704.0,119,"red"
"Trichostrongylus",710.0,2010.0,699.0,120,"red"
"Nematodes",641.0,2010.0,633.0,121,"red"
"Clonorchis",624.0,2010.0,605.0,122,"red"
"Ebola virus",596.0,2010.0,558.0,123,"red"
"Coxsackievirus",540.0,2010.0,476.0,124,"red"
"Diphyllobothrium",539.0,2010.0,519.0,125,"red"
"Pinworms",537.0,2010.0,512.0,126,"red"
"Bornavirus",518.0,2010.0,510.0,127,"red"
"SLEV",465.0,2010.0,460.0,128,"red"
"Loa loa",447.0,2010.0,432.0,129,"red"
"Rhinosporidium seeberi",427.0,2010.0,419.0,130,"red"
"HHV",425.0,2010.0,420.0,131,"red"
"VEEV",424.0,2010.0,411.0,132,"red"
"Orf virus",418.0,2010.0,404.0,133,"red"
"CCHFV",408.0,2010.0,348.0,134,"red"
"Anisakid",399.0,2010.0,364.0,135,"red"
"Lassa virus",389.0,2010.0,374.0,136,"red"
"Oesophagostomum",377.0,2010.0,374.0,137,"red"
"Erysipelothrix",359.0,2010.0,357.0,138,"red"
"Necator",344.0,2010.0,339.0,139,"red"
"Hypoderma",332.0,2010.0,329.0,140,"red"
"Spirometra",310.0,2010.0,296.0,141,"red"
"Balantidium coli",307.0,2010.0,301.0,142,"red"
"Encephalitozoon",304.0,2010.0,290.0,143,"red"
"Marburg virus",292.0,2010.0,279.0,144,"red"
"Orthobunyavirus",284.0,2010.0,279.0,145,"red"
"Ascaridia",278.0,2010.0,275.0,146,"red"
"Dipetalonema",256.0,2010.0,252.0,147,"red"
"Cowpox virus",253.0,2010.0,242.0,148,"red"
"Echinostoma",233.0,2010.0,227.0,149,"red"
"Enoplida",233.0,2010.0,215.0,150,"red"
"Dicrocoelium",212.0,2010.0,206.0,151,"red"
"Streptobacillus moniliformis or Spirillum minus",194.0,2010.0,190.0,152,"red"
"Mansonella",185.0,2010.0,179.0,153,"red"
"Cochliomyia",167.0,2010.0,165.0,154,"red"
"Geotrichum candidum",162.0,2010.0,159.0,155,"red"
"Mycobacterium ulcerans",145.0,2010.0,104.0,156,"red"
"Moniezia expansa",139.0,2010.0,136.0,157,"red"
"Cystoisospora",138.0,2010.0,128.0,158,"red"
"Setaria",130.0,2010.0,129.0,159,"red"
"Cyclospora cayetanensis",129.0,2010.0,119.0,160,"red"
"WEEV",124.0,2010.0,120.0,161,"red"
"MPV",119.0,2010.0,104.0,162,"red"
"Coltivirus",109.0,2010.0,108.0,163,"red"
"Eastern equine encephalitis virus",102.0,2010.0,95.0,164,"red"
"Dientamoeba fragilis",81.0,2010.0,74.0,165,"red"
"Trombiculidae",76.0,2010.0,75.0,166,"red"
"KFDV",42.0,2010.0,41.0,167,"red"
"OHFV",28.0,2010.0,26.0,168,"red"
"Gnathostoma",19.0,2010.0,16.0,169,"red"
"Toxascaris leonina",18.0,2010.0,15.0,170,"red"
"Tunga penetrans",8.0,2010.0,5.0,171,"red"
"Fusarium",6.0,2010.0,4.0,172,"red"
"HIV",194512.0,2011.0,185305.0,1,"red"
"Mycobacterium tuberculosis",99619.0,2011.0,97718.0,2,"red"
"Plasmodium",49306.0,2011.0,46992.0,3,"red"
"Influenza virus",35196.0,2011.0,31612.0,4,"red"
"HBV",34306.0,2011.0,33268.0,5,"red"
"HCV",28291.0,2011.0,26853.0,6,"red"
"Candida",26310.0,2011.0,25654.0,7,"red"
"Mycobacterium leprae",21136.0,2011.0,20831.0,8,"red"
"Schistosoma",20557.0,2011.0,19999.0,9,"red"
"HAV",19377.0,2011.0,19228.0,10,"red"
"Poliovirus",19038.0,2011.0,18863.0,11,"red"
"Leishmania",17990.0,2011.0,17222.0,12,"red"
"HSV",16419.0,2011.0,15996.0,13,"red"
"Varicella Zoster virus",14693.0,2011.0,14292.0,14,"red"
"Clostridium",13457.0,2011.0,13261.0,15,"red"
"Measles virus",13330.0,2011.0,12990.0,16,"red"
"Salmonella enterica",12131.0,2011.0,11989.0,17,"red"
"Aspergillus",11904.0,2011.0,11525.0,18,"red"
"Toxoplasma",11879.0,2011.0,11625.0,19,"red"
"Neisseria gonorrhoeae",11622.0,2011.0,11412.0,20,"red"
"Echinococcus",11334.0,2011.0,11067.0,21,"red"
"Brucella",10979.0,2011.0,10737.0,22,"red"
"Streptococcus pyogenes",9984.0,2011.0,9927.0,23,"red"
"Borrelia",8865.0,2011.0,8546.0,24,"red"
"Treponema",8678.0,2011.0,8562.0,25,"red"
"Trypanosoma",8435.0,2011.0,8210.0,26,"red"
"Trypanosoma cruzi",8323.0,2011.0,7944.0,27,"red"
"Rabies virus",8087.0,2011.0,7872.0,28,"red"
"Chlamydia",7992.0,2011.0,7882.0,29,"red"
"Pneumocystis jirovecii",7619.0,2011.0,7467.0,30,"red"
"Filarial worms",7388.0,2011.0,7221.0,31,"red"
"Leptospira",7342.0,2011.0,7160.0,32,"red"
"Rubella",7026.0,2011.0,6916.0,33,"red"
"Vibrio cholerae",6997.0,2011.0,6741.0,34,"red"
"Shigella",6979.0,2011.0,6901.0,35,"red"
"EBV",6746.0,2011.0,6692.0,36,"red"
"DENV",6327.0,2011.0,5734.0,37,"red"
"Listeria monocytogenes",6089.0,2011.0,5897.0,38,"red"
"Trichomonas vaginalis",5980.0,2011.0,5897.0,39,"red"
"Cryptococcus",5931.0,2011.0,5741.0,40,"red"
"Coccidia",5917.0,2011.0,5713.0,41,"red"
"Entamoeba histolytica",5666.0,2011.0,5615.0,42,"red"
"Variola",5563.0,2011.0,5464.0,43,"red"
"Histoplasma capsulatum",5182.0,2011.0,5066.0,44,"red"
"Ascaris",5178.0,2011.0,5100.0,45,"red"
"Legionella",4640.0,2011.0,4521.0,46,"red"
"HPV",4469.0,2011.0,4321.0,47,"red"
"Giardia lamblia",4407.0,2011.0,4285.0,48,"red"
"Trichinella",4344.0,2011.0,4280.0,49,"red"
"Yersinia pestis",4299.0,2011.0,4161.0,50,"red"
"Protozoan",4216.0,2011.0,4132.0,51,"red"
"Actinomyces",4158.0,2011.0,4079.0,52,"red"
"Cryptosporidium",4025.0,2011.0,3857.0,53,"red"
"HRSV",3992.0,2011.0,3756.0,54,"red"
"SARS-CoV",3926.0,2011.0,3852.0,55,"red"
"Mumps virus",3887.0,2011.0,3826.0,56,"red"
"Trichophyton",3809.0,2011.0,3732.0,57,"red"
"Taenia solium.",3731.0,2011.0,3676.0,58,"red"
"Coxiella burnetii",3723.0,2011.0,3602.0,59,"red"
"Pasteurella",3696.0,2011.0,3648.0,60,"red"
"Rickettsia",3681.0,2011.0,3639.0,61,"red"
"Bacillus anthracis",3474.0,2011.0,3347.0,62,"red"
"Onchocerca",3275.0,2011.0,3232.0,63,"red"
"Bartonella",3270.0,2011.0,3161.0,64,"red"
"Tick",3243.0,2011.0,3076.0,65,"red"
"Fasciola",3170.0,2011.0,3059.0,66,"red"
"Babesia",3041.0,2011.0,2941.0,67,"red"
"Strongyloides",2979.0,2011.0,2905.0,68,"red"
"Sarcoptes scabiei",2726.0,2011.0,2671.0,69,"red"
"Acari",2717.0,2011.0,2627.0,70,"red"
"Nocardial",2716.0,2011.0,2626.0,71,"red"
"WNV",2639.0,2011.0,2418.0,72,"red"
"Hantavirus",2559.0,2011.0,2475.0,73,"red"
"Coccidioides",2558.0,2011.0,2503.0,74,"red"
"TBEV",2546.0,2011.0,2460.0,75,"red"
"Mycobacterium avium",2538.0,2011.0,2464.0,76,"red"
"Vaccinia virus",2406.0,2011.0,2346.0,77,"red"
"Fly larva",2386.0,2011.0,2314.0,78,"red"
"Blastomyces dermatitidis",2380.0,2011.0,2337.0,79,"red"
"YFV",2323.0,2011.0,2258.0,80,"red"
"Newcastle disease virus",2222.0,2011.0,2144.0,81,"red"
"Japanese encephalitis virus",2169.0,2011.0,2089.0,82,"red"
"Pediculus",2160.0,2011.0,2097.0,83,"red"
"JCV",2127.0,2011.0,2025.0,84,"red"
"Trichostrongyloidea",2036.0,2011.0,2014.0,85,"red"
"Dirofilaria",1876.0,2011.0,1801.0,86,"red"
"Trichuris trichiura",1874.0,2011.0,1841.0,87,"red"
"HEV",1823.0,2011.0,1675.0,88,"red"
"Actinomycetoma",1757.0,2011.0,1707.0,89,"red"
"LCMV",1757.0,2011.0,1718.0,90,"red"
"HDV",1748.0,2011.0,1714.0,91,"red"
"Corynebacterium",1723.0,2011.0,1679.0,92,"red"
"Burkholderia",1658.0,2011.0,1566.0,93,"red"
"Anaplasmataceae",1630.0,2011.0,1552.0,94,"red"
"Theileria",1612.0,2011.0,1559.0,95,"red"
"Ancylostoma",1597.0,2011.0,1574.0,96,"red"
"Enterobius vermicularis",1495.0,2011.0,1486.0,97,"red"
"Poxvirus",1466.0,2011.0,1416.0,98,"red"
"Toxocara",1425.0,2011.0,1368.0,99,"red"
"Sporothrix",1423.0,2011.0,1376.0,100,"red"
"Paracoccidioides brasiliensis",1412.0,2011.0,1345.0,101,"red"
"HTLV1",1408.0,2011.0,1370.0,102,"red"
"Klebsiella",1303.0,2011.0,1292.0,103,"red"
"Sarcocystis",1218.0,2011.0,1188.0,104,"red"
"Opisthorchis",1199.0,2011.0,1165.0,105,"red"
"Orientia tsutsugamushi",1177.0,2011.0,1130.0,106,"red"
"Molluscum Contagiosum virus",1127.0,2011.0,1092.0,107,"red"
"Fusobacterium",1109.0,2011.0,1067.0,108,"red"
"Haemonchus",1062.0,2011.0,1024.0,109,"red"
"Hymenolepis",975.0,2011.0,961.0,110,"red"
"Paragonimus",966.0,2011.0,940.0,111,"red"
"Phlebovirus",900.0,2011.0,834.0,112,"red"
"Ostertagia",881.0,2011.0,869.0,113,"red"
"Staphylococcus aureus",854.0,2011.0,831.0,114,"red"
"Microsporidia",852.0,2011.0,801.0,115,"red"
"Haemophilus ducreyi",798.0,2011.0,789.0,116,"red"
"Eurotiomycetes",785.0,2011.0,762.0,117,"red"
"Bordetella",776.0,2011.0,746.0,118,"red"
"Guinea worm",739.0,2011.0,719.0,119,"red"
"Trichostrongylus",725.0,2011.0,710.0,120,"red"
"Ebola virus",662.0,2011.0,596.0,121,"red"
"Clonorchis",654.0,2011.0,624.0,122,"red"
"Nematodes",651.0,2011.0,641.0,123,"red"
"Coxsackievirus",624.0,2011.0,540.0,124,"red"
"Pinworms",558.0,2011.0,537.0,125,"red"
"Diphyllobothrium",545.0,2011.0,539.0,126,"red"
"Bornavirus",524.0,2011.0,518.0,127,"red"
"SLEV",476.0,2011.0,465.0,128,"red"
"Loa loa",464.0,2011.0,447.0,129,"red"
"CCHFV",457.0,2011.0,408.0,130,"red"
"Rhinosporidium seeberi",438.0,2011.0,427.0,131,"red"
"VEEV",437.0,2011.0,424.0,132,"red"
"Orf virus",436.0,2011.0,418.0,133,"red"
"HHV",433.0,2011.0,425.0,134,"red"
"Anisakid",429.0,2011.0,399.0,135,"red"
"Lassa virus",401.0,2011.0,389.0,136,"red"
"Oesophagostomum",382.0,2011.0,377.0,137,"red"
"Erysipelothrix",362.0,2011.0,359.0,138,"red"
"Necator",350.0,2011.0,344.0,139,"red"
"Spirometra",335.0,2011.0,310.0,140,"red"
"Hypoderma",334.0,2011.0,332.0,141,"red"
"Encephalitozoon",321.0,2011.0,304.0,142,"red"
"Marburg virus",311.0,2011.0,292.0,143,"red"
"Balantidium coli",308.0,2011.0,307.0,144,"red"
"Orthobunyavirus",297.0,2011.0,284.0,145,"red"
"Ascaridia",283.0,2011.0,278.0,146,"red"
"Cowpox virus",270.0,2011.0,253.0,147,"red"
"Dipetalonema",259.0,2011.0,256.0,148,"red"
"Echinostoma",246.0,2011.0,233.0,149,"red"
"Enoplida",245.0,2011.0,233.0,150,"red"
"Dicrocoelium",216.0,2011.0,212.0,151,"red"
"Streptobacillus moniliformis or Spirillum minus",200.0,2011.0,194.0,152,"red"
"Mansonella",193.0,2011.0,185.0,153,"red"
"Mycobacterium ulcerans",187.0,2011.0,145.0,154,"red"
"Cochliomyia",170.0,2011.0,167.0,155,"red"
"Geotrichum candidum",166.0,2011.0,162.0,156,"red"
"Cystoisospora",152.0,2011.0,138.0,157,"red"
"Moniezia expansa",141.0,2011.0,139.0,158,"red"
"Cyclospora cayetanensis",138.0,2011.0,129.0,159,"red"
"MPV",136.0,2011.0,119.0,160,"red"
"Setaria",131.0,2011.0,130.0,161,"red"
"WEEV",125.0,2011.0,124.0,162,"red"
"Eastern equine encephalitis virus",107.0,2011.0,102.0,163,"red"
"Dientamoeba fragilis",86.0,2011.0,81.0,164,"red"
"Trombiculidae",79.0,2011.0,76.0,165,"red"
"KFDV",44.0,2011.0,42.0,166,"red"
"Fusarium",32.0,2011.0,6.0,167,"red"
"Gnathostoma",28.0,2011.0,19.0,168,"red"
"Tunga penetrans",18.0,2011.0,8.0,169,"red"
"ZIKV",13.0,2011.0,12.0,170,"red"
"Lacazia loboi",10.0,2011.0,8.0,171,"red"
"Trichosporon",9.0,2011.0,0.0,172,"red"
"Dematiaceous",9.0,2011.0,1.0,173,"red"
"HIV",203630.0,2012.0,194512.0,1,"red"
"Mycobacterium tuberculosis",101597.0,2012.0,99619.0,2,"red"
"Plasmodium",51729.0,2012.0,49306.0,3,"red"
"Influenza virus",38501.0,2012.0,35196.0,4,"red"
"HBV",35366.0,2012.0,34306.0,5,"red"
"HCV",29758.0,2012.0,28291.0,6,"red"
"Candida",26981.0,2012.0,26310.0,7,"red"
"Mycobacterium leprae",21448.0,2012.0,21136.0,8,"red"
"Schistosoma",21096.0,2012.0,20557.0,9,"red"
"HAV",19534.0,2012.0,19377.0,10,"red"
"Poliovirus",19240.0,2012.0,19038.0,11,"red"
"Leishmania",18781.0,2012.0,17990.0,12,"red"
"HSV",16880.0,2012.0,16419.0,13,"red"
"Varicella Zoster virus",15117.0,2012.0,14693.0,14,"red"
"Measles virus",13611.0,2012.0,13330.0,15,"red"
"Clostridium",13611.0,2012.0,13457.0,16,"red"
"Aspergillus",12294.0,2012.0,11904.0,17,"red"
"Salmonella enterica",12272.0,2012.0,12131.0,18,"red"
"Toxoplasma",12146.0,2012.0,11879.0,19,"red"
"Neisseria gonorrhoeae",11880.0,2012.0,11622.0,20,"red"
"Echinococcus",11624.0,2012.0,11334.0,21,"red"
"Brucella",11282.0,2012.0,10979.0,22,"red"
"Streptococcus pyogenes",10047.0,2012.0,9984.0,23,"red"
"Borrelia",9173.0,2012.0,8865.0,24,"red"
"Treponema",8815.0,2012.0,8678.0,25,"red"
"Trypanosoma cruzi",8686.0,2012.0,8323.0,26,"red"
"Trypanosoma",8625.0,2012.0,8435.0,27,"red"
"Rabies virus",8323.0,2012.0,8087.0,28,"red"
"Chlamydia",8123.0,2012.0,7992.0,29,"red"
"Pneumocystis jirovecii",7744.0,2012.0,7619.0,30,"red"
"Filarial worms",7535.0,2012.0,7388.0,31,"red"
"Leptospira",7530.0,2012.0,7342.0,32,"red"
"Vibrio cholerae",7186.0,2012.0,6997.0,33,"red"
"Rubella",7114.0,2012.0,7026.0,34,"red"
"Shigella",7063.0,2012.0,6979.0,35,"red"
"DENV",6990.0,2012.0,6327.0,36,"red"
"EBV",6807.0,2012.0,6746.0,37,"red"
"Listeria monocytogenes",6281.0,2012.0,6089.0,38,"red"
"Cryptococcus",6137.0,2012.0,5931.0,39,"red"
"Coccidia",6112.0,2012.0,5917.0,40,"red"
"Trichomonas vaginalis",6069.0,2012.0,5980.0,41,"red"
"Entamoeba histolytica",5716.0,2012.0,5666.0,42,"red"
"Variola",5605.0,2012.0,5563.0,43,"red"
"Histoplasma capsulatum",5288.0,2012.0,5182.0,44,"red"
"Ascaris",5235.0,2012.0,5178.0,45,"red"
"Legionella",4768.0,2012.0,4640.0,46,"red"
"HPV",4613.0,2012.0,4469.0,47,"red"
"Giardia lamblia",4527.0,2012.0,4407.0,48,"red"
"Yersinia pestis",4437.0,2012.0,4299.0,49,"red"
"Trichinella",4410.0,2012.0,4344.0,50,"red"
"HRSV",4282.0,2012.0,3992.0,51,"red"
"Protozoan",4273.0,2012.0,4216.0,52,"red"
"Actinomyces",4260.0,2012.0,4158.0,53,"red"
"Cryptosporidium",4190.0,2012.0,4025.0,54,"red"
"SARS-CoV",4011.0,2012.0,3926.0,55,"red"
"Mumps virus",3951.0,2012.0,3887.0,56,"red"
"Coxiella burnetii",3895.0,2012.0,3723.0,57,"red"
"Trichophyton",3878.0,2012.0,3809.0,58,"red"
"Taenia solium.",3802.0,2012.0,3731.0,59,"red"
"Pasteurella",3754.0,2012.0,3696.0,60,"red"
"Rickettsia",3730.0,2012.0,3681.0,61,"red"
"Bacillus anthracis",3611.0,2012.0,3474.0,62,"red"
"Tick",3414.0,2012.0,3243.0,63,"red"
"Bartonella",3407.0,2012.0,3270.0,64,"red"
"Onchocerca",3319.0,2012.0,3275.0,65,"red"
"Fasciola",3262.0,2012.0,3170.0,66,"red"
"Babesia",3178.0,2012.0,3041.0,67,"red"
"Strongyloides",3059.0,2012.0,2979.0,68,"red"
"WNV",2837.0,2012.0,2639.0,69,"red"
"Acari",2818.0,2012.0,2717.0,70,"red"
"Sarcoptes scabiei",2802.0,2012.0,2726.0,71,"red"
"Nocardial",2795.0,2012.0,2716.0,72,"red"
"Hantavirus",2652.0,2012.0,2559.0,73,"red"
"TBEV",2624.0,2012.0,2546.0,74,"red"
"Coccidioides",2614.0,2012.0,2558.0,75,"red"
"Mycobacterium avium",2604.0,2012.0,2538.0,76,"red"
"Vaccinia virus",2476.0,2012.0,2406.0,77,"red"
"Fly larva",2459.0,2012.0,2386.0,78,"red"
"Blastomyces dermatitidis",2409.0,2012.0,2380.0,79,"red"
"YFV",2377.0,2012.0,2323.0,80,"red"
"Newcastle disease virus",2319.0,2012.0,2222.0,81,"red"
"Japanese encephalitis virus",2282.0,2012.0,2169.0,82,"red"
"Pediculus",2255.0,2012.0,2160.0,83,"red"
"JCV",2251.0,2012.0,2127.0,84,"red"
"Trichostrongyloidea",2062.0,2012.0,2036.0,85,"red"
"HEV",1998.0,2012.0,1823.0,86,"red"
"Dirofilaria",1930.0,2012.0,1876.0,87,"red"
"Trichuris trichiura",1919.0,2012.0,1874.0,88,"red"
"LCMV",1804.0,2012.0,1757.0,89,"red"
"Actinomycetoma",1800.0,2012.0,1757.0,90,"red"
"HDV",1790.0,2012.0,1748.0,91,"red"
"Corynebacterium",1781.0,2012.0,1723.0,92,"red"
"Burkholderia",1763.0,2012.0,1658.0,93,"red"
"Anaplasmataceae",1711.0,2012.0,1630.0,94,"red"
"Theileria",1671.0,2012.0,1612.0,95,"red"
"Ancylostoma",1616.0,2012.0,1597.0,96,"red"
"Poxvirus",1508.0,2012.0,1466.0,97,"red"
"Enterobius vermicularis",1503.0,2012.0,1495.0,98,"red"
"Toxocara",1477.0,2012.0,1425.0,99,"red"
"Paracoccidioides brasiliensis",1472.0,2012.0,1412.0,100,"red"
"Sporothrix",1467.0,2012.0,1423.0,101,"red"
"HTLV1",1440.0,2012.0,1408.0,102,"red"
"Klebsiella",1317.0,2012.0,1303.0,103,"red"
"Opisthorchis",1269.0,2012.0,1199.0,104,"red"
"Sarcocystis",1239.0,2012.0,1218.0,105,"red"
"Orientia tsutsugamushi",1233.0,2012.0,1177.0,106,"red"
"Molluscum Contagiosum virus",1160.0,2012.0,1127.0,107,"red"
"Fusobacterium",1147.0,2012.0,1109.0,108,"red"
"Haemonchus",1110.0,2012.0,1062.0,109,"red"
"Hymenolepis",993.0,2012.0,975.0,110,"red"
"Paragonimus",985.0,2012.0,966.0,111,"red"
"Phlebovirus",970.0,2012.0,900.0,112,"red"
"Microsporidia",912.0,2012.0,852.0,113,"red"
"Ostertagia",889.0,2012.0,881.0,114,"red"
"Staphylococcus aureus",877.0,2012.0,854.0,115,"red"
"Bordetella",814.0,2012.0,776.0,116,"red"
"Haemophilus ducreyi",806.0,2012.0,798.0,117,"red"
"Eurotiomycetes",803.0,2012.0,785.0,118,"red"
"Guinea worm",757.0,2012.0,739.0,119,"red"
"Trichostrongylus",740.0,2012.0,725.0,120,"red"
"Coxsackievirus",740.0,2012.0,624.0,121,"red"
"Ebola virus",730.0,2012.0,662.0,122,"red"
"Clonorchis",697.0,2012.0,654.0,123,"red"
"Nematodes",659.0,2012.0,651.0,124,"red"
"Pinworms",589.0,2012.0,558.0,125,"red"
"Diphyllobothrium",558.0,2012.0,545.0,126,"red"
"Bornavirus",531.0,2012.0,524.0,127,"red"
"CCHFV",518.0,2012.0,457.0,128,"red"
"SLEV",481.0,2012.0,476.0,129,"red"
"Loa loa",476.0,2012.0,464.0,130,"red"
"Orf virus",463.0,2012.0,436.0,131,"red"
"Anisakid",454.0,2012.0,429.0,132,"red"
"Rhinosporidium seeberi",453.0,2012.0,438.0,133,"red"
"VEEV",449.0,2012.0,437.0,134,"red"
"HHV",441.0,2012.0,433.0,135,"red"
"Lassa virus",425.0,2012.0,401.0,136,"red"
"Oesophagostomum",387.0,2012.0,382.0,137,"red"
"Erysipelothrix",364.0,2012.0,362.0,138,"red"
"Spirometra",356.0,2012.0,335.0,139,"red"
"Necator",355.0,2012.0,350.0,140,"red"
"Hypoderma",335.0,2012.0,334.0,141,"red"
"Marburg virus",335.0,2012.0,311.0,142,"red"
"Encephalitozoon",334.0,2012.0,321.0,143,"red"
"Orthobunyavirus",305.0,2012.0,297.0,144,"red"
"Ascaridia",290.0,2012.0,283.0,145,"red"
"Cowpox virus",282.0,2012.0,270.0,146,"red"
"Enoplida",260.0,2012.0,245.0,147,"red"
"Dipetalonema",260.0,2012.0,259.0,148,"red"
"Echinostoma",251.0,2012.0,246.0,149,"red"
"Mycobacterium ulcerans",229.0,2012.0,187.0,150,"red"
"Dicrocoelium",220.0,2012.0,216.0,151,"red"
"Streptobacillus moniliformis or Spirillum minus",206.0,2012.0,200.0,152,"red"
"Mansonella",198.0,2012.0,193.0,153,"red"
"Cochliomyia",173.0,2012.0,170.0,154,"red"
"Geotrichum candidum",169.0,2012.0,166.0,155,"red"
"Cystoisospora",165.0,2012.0,152.0,156,"red"
"MPV",148.0,2012.0,136.0,157,"red"
"Cyclospora cayetanensis",145.0,2012.0,138.0,158,"red"
"Moniezia expansa",144.0,2012.0,141.0,159,"red"
"Setaria",132.0,2012.0,131.0,160,"red"
"WEEV",126.0,2012.0,125.0,161,"red"
"Eastern equine encephalitis virus",115.0,2012.0,107.0,162,"red"
"Coltivirus",110.0,2012.0,109.0,163,"red"
"LIV",96.0,2012.0,95.0,164,"red"
"Dientamoeba fragilis",92.0,2012.0,86.0,165,"red"
"Trombiculidae",86.0,2012.0,79.0,166,"red"
"Fusarium",81.0,2012.0,32.0,167,"red"
"Actinobacillus",78.0,2012.0,76.0,168,"red"
"KFDV",46.0,2012.0,44.0,169,"red"
"Gnathostoma",39.0,2012.0,28.0,170,"red"
"Tunga penetrans",33.0,2012.0,18.0,171,"red"
"Dematiaceous",30.0,2012.0,9.0,172,"red"
"Trichosporon",25.0,2012.0,9.0,173,"red"
"Toxascaris leonina",20.0,2012.0,18.0,174,"red"
"ZIKV",17.0,2012.0,13.0,175,"red"
"Lacazia loboi",13.0,2012.0,10.0,176,"red"
"HIV",213236.0,2013.0,203630.0,1,"red"
"Mycobacterium tuberculosis",103676.0,2013.0,101597.0,2,"red"
"Plasmodium",54220.0,2013.0,51729.0,3,"red"
"Influenza virus",41651.0,2013.0,38501.0,4,"red"
"HBV",36516.0,2013.0,35366.0,5,"red"
"HCV",31257.0,2013.0,29758.0,6,"red"
"Candida",27631.0,2013.0,26981.0,7,"red"
"Mycobacterium leprae",21740.0,2013.0,21448.0,8,"red"
"Schistosoma",21643.0,2013.0,21096.0,9,"red"
"HAV",19641.0,2013.0,19534.0,10,"red"
"Leishmania",19595.0,2013.0,18781.0,11,"red"
"Poliovirus",19484.0,2013.0,19240.0,12,"red"
